PaperID,Title,DOI,url
441,"Quantifying the Convergence Time of Distributed Design Processes",10.1115/DETC2011-483,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640726
442,"Co-Design of an Active Suspension Using Simultaneous Dynamic Optimization",10.1115/DETC2011-485,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640728
443,"Bounded Target Cascading in Hierarchical Design Optimization",10.1115/DETC2011-486,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640731
444,"Structural Optimization of Lattice Materials",10.1115/DETC2011-473,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640733
445,"Multiscale Design and Multiobjective Optimization of Orthopaedic Cellular Hip Implants",10.1115/DETC2011-474,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640736
446,"Shape Design of Periodic Cellular Materials Under Cyclic Loading",10.1115/DETC2011-479,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640738
447,"Optimization of Honeycomb Cellular Meso-Structures for High Speed Impact Energy Absorption",10.1115/DETC2011-480,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640741
448,"Shear Compliant Hexagonal Cellular Solids With a Shape Memory Alloy",10.1115/DETC2011-487,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640743
449,"Return on Investment Analysis for Implementing Barriers to Reverse Engineering",10.1115/DETC2011-470,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640745
450,"A Novel Search Algorithm for Interactive Automated Conceptual Design Generator (ACDG)",10.1115/DETC2011-477,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640748
451,"Object-Oriented Modeling of Industrial Manipulators With Application to Energy Optimal Trajectory Scaling",10.1115/DETC2011-483,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640751
452,"Analysis and Design of an In-Pipe System for Water Leak Detection",10.1115/DETC2011-483,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640753
453,"A Design Exploration of Genetically Engineered Myosin Motors",10.1115/DETC2011-485,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640755
454,"Identification of Product Family Platforms Using Pattern Recognition",10.1115/DETC2011-474,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640758
455,"Recent Advancements in Product Family Design and Platform-Based Product Development: A Literature Review",10.1115/DETC2011-479,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640761
456,"Platform Strategy for Product Family Design Using Particle Swarm Optimization",10.1115/DETC2011-480,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640763
457,"A Platform Selection Approach Based on Product Family Ontology Modeling",10.1115/DETC2011-481,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640767
458,"An Importance Sampling Approach for Time-Dependent Reliability",10.1115/DETC2011-472,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640769
459,"A Variable-Size Local Domain Approach for Concurrent Design Optimization and Model Validation Using Parametric Bootstrap",10.1115/DETC2011-472,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640771
460,"Addressing Limitations of Pareto Front in Design Under Uncertainty",10.1115/DETC2011-472,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640773
461,"Robustness of Residual Stresses in Brake Discs by Metamodeling",10.1115/DETC2011-474,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640777
462,"Equivalent Standard Deviation to Convert High-Reliability Model to Low-Reliability Model for Efficiency of Sampling-Based RBDO",10.1115/DETC2011-475,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640780
463,"Adaptive Virtual Support Vector Machine for the Reliability Analysis of High-Dimensional Problems",10.1115/DETC2011-475,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640782
464,"Robustness Metrics for Time-Dependent Quality Characteristics",10.1115/DETC2011-478,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640785
465,"Quantifying Model Uncertainty Using Measurement Uncertainty Standards",10.1115/DETC2011-478,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640788
466,"Multi-Stage Uncertainty Quantification for Verifying the Correctness of Complex System Designs",10.1115/DETC2011-478,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640790
467,"Resilience-Driven System Design of Complex Engineered Systems",10.1115/DETC2011-483,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640791
468,"Reliable Kinetic Monte Carlo Simulation Based on Random Set Sampling",10.1115/DETC2011-485,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640794
469,"Hybrid Power Generation System Design Optimization Based on a Markovian Reliability Analysis Approach",10.1115/DETC2011-486,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640797
470,"Improving Identifiability in Model Calibration Using Multiple Responses",10.1115/DETC2011-486,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640799
471,"Robust Structural Design Optimization Under Non-Probabilistic Uncertainties",10.1115/DETC2011-487,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1640803
472,"Finite Element Modeling and Analysis of Orthotropic Butt Welds",10.1115/DETC2010-280,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610836
473,"Theoretical and Experimental Characterization of the 34.6 2D Lattice Material",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610840
474,"A Viscoelastic Based Mechanism for Improving Spring-In Angle Predictions in Compression Molded Thermoplastic Matrix Composites",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610843
475,"The Effect of Carbon Nanotubes on the Natural Frequencies of Microcantilever Beams",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610845
476,"Experimental Damage Characterization of Hexagonal Honeycombs Subjected to In-Plane Shear Loading",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610848
477,"Design of Chiral Honeycomb Meso-Structures for High Shear Flexure",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610852
478,"A Study of the Effect of Geometry Changes on the Structural Stiffness of a Composite D-Spar",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610854
479,"Low-Velocity Impact Behavior of Aluminum-Fiber/Epoxy Laminates: A Comprehensive Experimental Study",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610857
480,"Safety of Spur Gear Design Under Non-Ideal Conditions With Uncertainty",10.1115/DETC2010-291,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610859
481,"Subfunctions as Parts of Functions: Some Formal Problems",10.1115/DETC2010-280,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610862
482,"Development and Application of a Patent-Based Design Around Process",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610866
483,"A Port-Based Agent Approach to Guiding Concept Generation for Customizing Modular Varieties",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610868
484,"Requirement Change Propagation Prediction Approach: Results From an Industry Case Study",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610870
485,"A Graph Theory Based Method for Functional Decoupling of a Design With Complex Interaction Structure",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610873
486,"Mass Customization: A Review of the Paradigm Across Marketing, Engineering and Distribution Domains",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610876
487,"Automated Concept Generation Using Branched Functional Models",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610879
488,"Development of Game Theoretic Protocols for Multilevel Design",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610882
489,"Exploring Automated Concept Generator Output Through Principal Component Analysis",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610884
490,"Concept Opportunity Diagrams: A Visual Modeling Method to Find Multifunctional Design Concepts",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610886
491,"Modular Product Configuration: An Automatic Tool for Eliciting Design Knowledge From Parametric CAD Models",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610889
492,"Reconfigurable Products and Their Means of Reconfiguration",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610892
493,"Optimal Adaptable Design Considering Changes of Requirements, Configurations and Parameters in the Whole Product Life-Cycle",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610894
495,"State Transition in Reconfigurable Systems",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610897
496,"An Engineering Design Strategy for Reconfigurable Products That Support Poverty Alleviation",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610899
497,"A Framework for Choice Modeling in Usage Context-Based Design",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610902
498,"Product Family Deployment Through Optimal Resource Allocation Under Market System",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610904
499,"Strategic Product Design Decisions for Uncertain Market Systems Using an Agent Based Approach",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610906
500,"A Method for Supporting Service Design Based on Multiple Domain Knowledge",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610909
501,"Parallel Biogeography-Based Optimization With GPU Acceleration for Nonlinear Optimization",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610912
502,"Constraint Importance Mode Pursuing Sampling for Continuous Global Optimization",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610915
503,"Design Preference Elicitation, Derivative-Free Optimization and Support Vector Machine Search",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610916
504,"Protocol-Based Multi-Agent Systems: Examining the Effect of Diversity, Dynamism, and Cooperation in Heuristic Optimization Approaches",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610919
505,"A Hybrid Biomimetic Genetic Algorithm Using a Local Fuzzy Simplex Search",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610921
506,"Computation of the Usage Contexts Coverage of a Jigsaw With CSP Techniques",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610924
507,"Visual Analysis of User Accommodation",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610927
508,"Considering Secular and Demographic Trends in Designing for Present and Future Populations",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610929
509,"Augmented Reality Visualization of Automobile Air Conditioning Using Optical Tracking Tools",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610932
510,"Reverse Engineering for Spotting of Sheet Metal Forming Parts",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610936
511,"2-D Path Planning for Direct Laser Deposition Process",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610938
512,"A Multi-Axis Slicing Method for Direct Laser Deposition Process",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610940
513,"Basic Study of Autologous-Bone-Replaceable Artificial Bone Fabrication With Porosity Distribution Using Electrolysis",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610943
514,"Additive Manufacturing Based on Multiple Calibrated Projectors and Its Mask Image Planning",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610946
515,"The Automated Planning for Fixture Location Based on Process Requirement",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610949
519,"Robustness Analysis of Airfoil Performance",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610952
521,"Symmetry Plane Detection for 3D CAD Volumes",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610954
522,"Collision-Free Locating of Mobile Cranes in 3D Lifting System",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610957
523,"A Fast Grid Deformation Algorithm for Aerodynamic Shape Optimization",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610960
524,"Fundamental Concepts for Collaboratively Obtaining Optimum Product Designs",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610962
525,"Investigation of Design Tools as Complexity Management Techniques",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610964
526,"Bayesian Network Classifiers for Set-Based Collaborative Design",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610966
527,"Functional Decomposition of the Clustering Approach for Matrix-Based Structuring",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610970
528,"Examining Interactions Between Solution Architecture and Designer Mistakes",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610972
529,"Support Vector Regression Modeling for Design and Analysis of Mechanical Snubbing",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610974
530,"A Simulation-Based Robust Concept Exploration Method",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610976
531,"Making the Most Out of Surrogate Models: Tricks of the Trade",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610979
532,"Turning Black-Box Into White Functions",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610982
533,"Improving Multi-Response Metamodels With Upper/Lower Bound Information Using Multi-Stage, Non-Stationary Covariance Functions",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610985
534,"A MINLP Model for Global Optimization of Plug-In Hybrid Vehicle Design and Allocation to Minimize Life Cycle Greenhouse Gas Emissions",10.1115/DETC2010-280,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610987
535,"Hybrid Power/Energy Generation System Design Through Multistage Design Optimization Problem With Complementarity Constraints",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610989
536,"Design and Analysis of Hybrid Guideway Heating System for Morgantown Personal Rapid Transit",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610991
537,"Design Optimization of Reverse Osmosis Water Desalination Systems via Genetic Algorithms",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610994
538,"Studies on the Design of Reverse Osmosis Water Desalination Systems for Cost and Energy Efficiency",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1610997
539,"An Extended Pattern Search Approach to Wind Farm Layout Optimization",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611000
540,"Design of an Extended-Range Electric Vehicle for the EcoCAR Challenge",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611001
541,"Plug-In Hybrid Electric Vehicle Battery Selection for Optimum Economic and Environmental Benefits Using Pareto Set Points and PSAT™",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611004
542,"An Investigation of Sustainability, Preference, and Profitability in Design Optimization",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611006
543,"Response Surface Based Cost Model for Onshore Wind Farms Using Extended Radial Basis Functions",10.1115/DETC2010-291,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611010
544,"Optimal Camera Path Planning for the Inspection of Printed Circuit Boards Using a Two Stepped Optimization Approach",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611013
545,"Constraint Management of Reduced Representation Variables in Decomposition-Based Design Optimization",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611015
546,"Combined Plant and Controller Design Using Decomposition-Based Design Optimization and the Minimum Principle",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611018
547,"Optimizing the Unrestricted Placement of Turbines of Differing Rotor Diameters in a Wind Farm for Maximum Power Generation",10.1115/DETC2010-291,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611021
548,"A Cutting Plane Method for Analytical Target Cascading With Augmented Lagrangian Coordination",10.1115/DETC2010-292,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611023
549,"Reducible Uncertain Interval Design (RUID) by Kriging Meta-Model Assisted Multi-Objective Optimization",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611027
550,"Multi-Objective Optimization in Industrial Robotic Cell Design",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611029
551,"An Improved Kriging Assisted Multi-Objective Genetic Algorithm",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611031
552,"Investigating the Significance of “One-to-Many” Mappings in Multiobjective Optimization",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611033
553,"Ball Bearing Fatigue and Wear Life Optimization Using Elastohydrodynamic and Genetic Algorithm",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611036
554,"Development of a Product Family Analysis Toolkit for Systematic Benchmarking",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611038
555,"User Interface Design for Interactive Product Family Analysis and Variants Derivation",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611041
556,"Validating the Generational Variety Index (GVI) Through Product Family Optimization: A Preliminary Study",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611043
557,"Universal Product Family Design Valuation in an Uncertain Market Environment",10.1115/DETC2010-286,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611046
558,"Designing a Product Package Platform",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611048
559,"System RBDO With Correlated Variables Using Probabilistic Re-Analysis and Local Metamodels",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611051
560,"A Simulation-Based Random Process Method for Time-Dependent Reliability of Dynamic Systems",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611052
561,"Multi-Objective Design and Tolerance Allocation for Single- and Multi-Level Systems",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611056
562,"Modified Reduced Gradient With Realizations Sorting for Hard Equality Constraints in Reliability-Based Design Optimization",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611058
563,"Probabilistic Design Optimization of Frequency Dispersion for Rotating Blades",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611061
564,"Second-Order Reliability Method With First-Order Efficiency",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611063
565,"A Joint Probability Approach to Multiobjective Optimization Under Uncertainty",10.1115/DETC2010-282,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611067
566,"Parameter Screening in Dynamic Computer Model Calibration Using Global Sensitivities",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611069
567,"Trending Mining for Predictive Product Design",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611072
568,"Validating Designs Through Sequential Simulation-Based Optimization",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611073
569,"Risk Management in Product Design: Current State, Conceptual Model and Future Research",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611076
570,"Model-Based Method to Translate System Level Customer Need to Part Specification",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611078
571,"Sampling-Based Stochastic Sensitivity Analysis Using Score Functions for RBDO Problems With Correlated Random Variables",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611082
572,"Reliability-Based Design Optimization With Confidence Level for Non-Gaussian Distributions Using Bootstrap Method",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611084
573,"Multiscale Variability and Uncertainty Quantification Based on a Generalized Multiscale Markov Model",10.1115/DETC2010-287,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611086
574,"Updating Predictive Models: Calibration, Bias Correction and Identifiability",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611088
575,"A Hybrid Reliability Approach for Reliability-Based Design Optimization",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611091
576,"Enabling Integrated Material and Product Design Under Uncertainty Through Stochastic Constitutive Relations",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611093
577,"Tolerance Allocation of Assemblies Using Fuzzy Comprehensive Evaluation and Decision Support Processes",10.1115/DETC2010-290,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611097
578,"Effective Random Field Characterization Considering Statistical Dependence for Probability Analysis and Design",10.1115/DETC2010-291,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611099
579,"Validation of Computational Fluid Structure Interaction Models for Shape Optimization Under Blast Impact",10.1115/DETC2010-281,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611102
580,"A Modified Continuous Reactive Tabu Search for Damage Detection in Beams",10.1115/DETC2010-283,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611104
582,"An Efficient Tradeoff Approach for Topology Optimization With Manufacturing Constraints",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611107
583,"Optimum Design of an Anchoring System for Percutaneous Mitral Valve Repair",10.1115/DETC2010-284,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611108
584,"Tracing Pareto-Optimal Frontiers in Topology Optimization",10.1115/DETC2010-285,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611112
585,"Topology Optimization of Piezoelectric Energy Harvesting Devices Subjected to Stochastic Excitation",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611114
586,"Fastener Pattern Optimization of an Eccentrically Loaded Multi-Fastener Connection",10.1115/DETC2010-288,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611116
588,"The Mathematical Model of a Procedure for Percutaneous Annuloplasty",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611118
589,"Using Level Set Method in Order to Design Structures Against Buckling",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611121
590,"An Optimization Model for Parabolic-Trough Solar Power Generation Systems",10.1115/DETC2010-289,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1611124
591,"Integrated Decision Model for Interrelated Sub-Problems of Part Design or Selection, Machine Loading and Machining Optimization",10.1115/DETC2009-861,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649902
592,"Automated Synthesis and Optimization of Gear Train Topologies",10.1115/DETC2009-867,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649903
593,"Hybrid General Heuristic Gradient Projection for Frame Optimization of Micro and Macro Applications",10.1115/DETC2009-870,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649905
594,"Automated Vehicle Structural Crashworthiness Design via a Crash Mode Matching Algorithm",10.1115/DETC2009-870,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649906
595,"System Dynamics Through Graphical Dimensional Analysis",10.1115/DETC2009-874,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649908
596,"Development of a Changeable Airfoil Optimization Model for Use in the Multidisciplinary Design of Unmanned Aerial Vehicles",10.1115/DETC2009-874,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649910
597,"Design Optimization of a Special Class of Steel Structures via Genetic Algorithms and Stochastic Sampling",10.1115/DETC2009-874,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649911
598,"Variable Fidelity Modeling as Applied to Trajectory Optimization for a Hydraulic Backhoe",10.1115/DETC2009-875,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649913
599,"Creating Polytope Representation of Design Spaces for Visual Exploration Using Consistency Technique",10.1115/DETC2009-868,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649914
600,"Modular Product Design Using Cyberinfrastructure for Global Manufacturing",10.1115/DETC2009-868,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649916
601,"A Method and Software Tool for Automated Gearbox Synthesis",10.1115/DETC2009-869,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649917
602,"Genetic Evolution for the Development of Robust Artificial Neural Network Logic Gates",10.1115/DETC2009-874,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649919
604,"Early Design Modeling and Simulation of Behaviors: Case Study of Mobile Work Machine",10.1115/DETC2009-864,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649920
605,"Port-Based Ontology Semantic Similarities for Module Concept Creation",10.1115/DETC2009-864,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649922
606,"A Study of Different Metamodeling Techniques for Conceptual Design",10.1115/DETC2009-864,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649923
607,"Automatic Virtual Entity Simulation of the Symbolic Schemes Generated in Conceptual Design Processes",10.1115/DETC2009-865,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1649925
