321,Interval Uncertainty Reduction and Single-Disciplinary Sensitivity Analysis With Multi-Objective Optimization,DETC2009-86282
322,The Role of Contraints and Human Interaction in Evolving MEMS Designs: Microresonator Case Study,DETC2004-57462
323,Cycle Based Robot Drive Train Optimization Utilizing SVD Analysis,DETC2007-34772
324,Topology Optimization of a Compliant Gripper Using Hybrid Simulated Annealing and Direct Search,DETC2003-48770
325,Improved Head Restraint Design for Safety and Compliance,DETC2006-99429
326,Optimization of Bicycle Frames Using Genetic Algorithms,DETC2007-34918
327,Robustness of Residual Stresses in Brake Discs by Metamodeling,DETC2011-47437
328,A Simulation-Based RBDO Method Using Probabilistic Re-Analysis and a Trust-Region Approach,DETC2009-86704
329,Application of Dynamic State Variable Models for Multiple-Generation Product Lines With Cannibalization Across Generations,DETC2012-71186
330,Product Optimization Incorporating Discrete Design Variables Based on Decomposition of Performance Characteristics,DETC2006-99187
331,Lifecycle-Based Product Design Using Global Optimization Methods Based on Hierarchical Genotype Representation of Alternatives and Constraints,DETC2002-34043
332,Study of the Sequential Constraint-Handling Technique for Evolutionary Optimization With Application to Structural Problems,DETC2011-47057
333,A Fuzzy Dynamic Programming Approach for Mixed-Discrete Multistage Decision Processes,DETC2004-57418
334,Sequential Optimization and Reliability Assessment Method for Efficient Probabilistic Design,DETC2002-34127
335,Robust Structural Design Optimization Under Non-Probabilistic Uncertainties,DETC2011-48710
336,Adaptive-Agent Based Simulation Model to Study Diffusion of Eco-Innovation Strategies,DETC2002-34088
337,A New Approach to Probabilistic Risk Analysis in Concurrent and Distributed Design of Aerospace Systems,DETC2005-85056
338,Optimization Design of a Spatial Six-Degree-of-Freedom Parallel Manipulator Based on Genetic Algorithms and Neural Networks,DETC2008-49558
339,Concept Analysis for Reconfigurable Products,DETC2012-71029
340,BB-ATV: Analytical Target Cascading Using Branch and Bound for Mixed-Integer Nonlinear Programming,DETC2006-99040
341,An Approach to Improved Decentralized Design: The Modified Approximation-Based Decentralized Design (MADD) Framework,DETC2007-35534
342,A Functionally-Aware Product Schematic Clustering Algorithm,DETC2012-71506
343,A New Inverse Reliability Analysis Method Using MPP-Based Dimension Reduction Method (DRM),DETC2007-35098
344,A Function-Based Methodology for Analyzing Critical Events,DETC2006-99535
345,A Fast Grid Deformation Algorithm for Aerodynamic Shape Optimization,DETC2010-28782
346,A Method for Benchmarking Product Family Design Alternatives,DETC2007-34494
347,Unified Distance Queries in a Heterogeneous Model Environment,DETC2004-57461
348,A CAD Package for High-Speed CAM Design Based on Direct Multiple Shooting Optimal Control Techniques,DETC2004-57410
349,Geometric Containment Analysis for Rotational Parts,DETC2004-57271
350,Theoretical and Experimental Characterization of the 34.6 2D Lattice Material,DETC2010-28158
351,Multi-Objective Design and Tolerance Allocation for Single- and Multi-Level Systems,DETC2010-28140
352,Comparison of Gene Expression Programming and Common Metamodeling Techniques in Engineering Design,DETC2011-47130
353,A Method for Identifying Design Principles for the Developing World,DETC2011-48584
354,An Effective Random Field Characterization for Probability Analysis and Design,DETC2008-49481
355,Parameterization Strategy for Optimization of Shape Morphing Compliant Mechanisms Using Load Path Representation,DETC2003-48775
356,Some Metrics and a Bayesian Procedure for Validating Predictive Models in Engineering Design,DETC2006-99599
357,Math-Based Performance Evaluation of an Experimental Car: Frontal Impact Crashworthiness,DETC2002-34153
358,A Modified Continuous Reactive Tabu Search for Damage Detection in Beams,DETC2010-28389
359,Gaussian Process Meta-Models for Efficient Probabilistic Design in Complex Engineering Design Spaces,DETC2005-85406
360,A Concurrent Design Method for Multiple Cross-Sectional Automotive Body Frames Involving Discrete and Continuous Design Variables,DETC2003-48784
361,Shape Recovery From Medical Image Data Using Extended Superquadrics,DETC2005-84738
362,FEA-Based Design of Heterogeneous Objects,DETC2006-99295
363,Insertion of Planar Areas Into Free-Form Surfaces in Early Product Design,DETC2005-85045
364,A Method for Determining the Optimal Direction of the Principal Moment of Inertia in Frame Element Cross-Sections,DETC2004-57369
365,2-D Deposition Pattern and Strategy Study on Rapid Manufacturing,DETC2006-99326
366,A Study of Covariance Functions for Multi-Response Metamodeling for Simulation-Based Design and Optimization,DETC2008-50061
367,A Hybrid Sensitivity Analysis for Use in Early Design,DETC2009-87120
368,Reverse Engineering of Geometric Surfaces Using Tabu Search Optimization Technique,DETC2007-34970
369,Smart Assemblies for Robot Design: A Progress Report,DETC2002-34135
370,Exploiting Shape Similarity in Engineering Analysis,DETC2006-99413
371,Feasibility Assessment in Preliminary Design Using Pareto Sets,DETC2005-84853
372,Tolerance Allocation of Assemblies Using Fuzzy Comprehensive Evaluation and Decision Support Processes,DETC2010-29023
373,Development of an Interactive Web-Based Support System for Gear Design,DETC2002-34114
374,Non-Probabilistic Based Structural Design Optimization Under External Load Uncertainty With Eigenvalue-Superposition of Convex Models,DETC2012-71316
375,Review of Metamodeling Techniques in Support of Engineering Design Optimization,DETC2006-99412
376,Object-Oriented Modeling of Industrial Manipulators With Application to Energy Optimal Trajectory Scaling,DETC2011-48390
377,A Group Technology Based Representation for Product Portfolios,DETC2005-85313
378,Exploring Marketing to Engineering Information Mapping in Mass Customization: A Presentation of Ideas- Challenges and Resulting Questions,DETC2011-48742
379,A Context-Aware Information Model for Elderly Homecare Services in a Smart Home,DETC2009-86673
380,Low-Velocity Impact Behavior of Aluminum-Fiber/Epoxy Laminates: A Comprehensive Experimental Study,DETC2010-28731
381,An Integrated Robust Design and Marketing Approach for Product Design Selection Process,DETC2004-57405
382,Safety of Spur Gear Design Under Non-Ideal Conditions With Uncertainty,DETC2010-29186
383,An Approach to Automated Conversion From Design Feature Model to Analysis Feature Model,DETC2011-47555
384,Robust Design of Cellular Materials With Topological and Dimensional Imperfections,DETC2005-85061
385,Wavelet SDF-Reps: Solid Modeling With Volumetric Scans,DETC2007-34703
386,Application of Shape Grammars to Planning for CNC Machining,DETC2009-86827
387,Design for Project Change Management: Part 2 -- Attribute Design,DETC2004-57332
388,Use of Constrained Viscoelastic Layers in the Design of Satellite Panels to Predict the Amplification Factor,DETC2002-34066
389,A Development Methodology for Parametric Synthesis Tools,DETC2007-34421
390,Curve Shape Modification and Fairness Evaluation,DETC2007-34597
391,Objective-Oriented Sequential Sampling for Simulation Based Robust Design Considering Multiple Sources of Uncertainty,DETC2012-70639
392,Knowledge Intensive Support for Product Family Design,DETC2002-34098
393,Development of Distributed Computing Framework for Parallel Multi-Disciplinary Optimization,DETC2006-99496
394,Determine Mesh Orientation by Voxel-Based Principal Component Analysis,DETC2006-99380
395,Simultaneous Geometry Optimization and Material Selection for Truss Structures,DETC2006-99349
396,Lighting Optimization for Sustainable Building Design Considering User Productivity,DETC2012-70470
397,Design Decision-Making in the Early Stages of Collaborative Engineering,DETC2002-34034
398,A Deterministic Lagrangian-Based Global Optimization Approach for Large Scale Decomposable Problems,DETC2008-50029
399,A Structure-Based Approach to Mearsuring Adaptability of Product Design,DETC2008-49236
400,A Port-Based Agent Approach to Guiding Concept Generation for Customizing Modular Varieties,DETC2010-28492
401,An Efficient Feasibility Robust Optimization Method Using a Sensitivity Region Concept,DETC2004-57048
402,Safety Design Evaluation of Motorcycle Helmet for Oblique Impact,DETC2012-70484
403,Verve: A General Purpose Open Source Reinforcement Learning Toolkit,DETC2006-99651
404,Stereolithography Mock-Up With Internal Camera for Automatic Usability Data Acquisition and Functional Simulation,DETC2006-99220
405,Identifying Product Scaling Principles: A Tool for Bioinspired Design and Beyond,DETC2011-48404
406,Purely Declarative Feature-Based Design With Feature Type Property Maintenance,DETC2004-57360
407,Supporting Trade Space Exploration of Multi-Dimensional Data With Interactive Multi-Scale Nested Clustering and Aggregation,DETC2009-87045
408,Simulation and Optimization of the Water-Jet Cleaning Process,DETC2009-86882
409,Decision Making and Constraint Tradeoff Visualization for Design Under Uncertainty,DETC2007-35385
410,Microstructure Reconstruction for Stochastic Multiscale Material Design,DETC2011-48323
411,Structural Topology Optimization Under Design-Dependent Loads,DETC2005-85605
412,Selecting and Optimizing a Regulation Compliant Robust Vehicle Portfolio Mix: An Approach and a Case Study,DETC2012-70832
413,Topology Optimization of a MEMS Resonator Using Hybrid Fuzzy Techniques,DETC2008-49563
414,An Approach to Robust Multiattribute Concept Selection,DETC2003-48707
415,Design of Functionally Graded Structures for Enhanced Thermal Behavior,DETC2005-85290
416,A Method for Supporting Service Design Based on Multiple Domain Knowledge,DETC2010-29032
417,Granularity Enhancement of Extracted Preferential Probabilities From Design Team Discussion,DETC2011-48749
418,Design Language for Airplane Geometries Using the Unified Modeling Language,DETC2009-87368
419,A Simulation-Based Robust Concept Exploration Method,DETC2010-28767
420,Designing Products for Optimal Collaborative Performance With Application to Engineering-Based Poverty Alleviation,DETC2012-71209
421,Hybrid Manufacturing System Modeling and Development,DETC2012-70247
422,Ensemble of Meta-Models Based on Local Error Measure Using Cross-Validation,DETC2009-87279
423,Application of Interactive Deformation to Assembled Mesh Models for CAE Analysis,DETC2007-34636
424,The Performance Moment Integration Method for Reliability-Based Robust Design Optimization,DETC2004-57471
425,Decision Support for Strategic Redesign,DETC2008-49356
426,Strengthening of Bone Cement by Shape Optimization of Short Fibers,DETC2003-48793
427,A Multiscale Design Approach With Random Field Representation of Material Uncertainty,DETC2008-49560
428,Design Achievement Model for Planning Creative and Concurrent Design Process,DETC2008-49799
429,Quasi-Optimal Mesh Segmentation Via Region Growing/Merging,DETC2007-35171
430,A Study on Optimum Topology of Plate Structure Using Coordinate Transformation by Conformal Mapping,DETC2002-34053
431,Manufacturing Investment and Allocation in Product Line Design Decision-Making,DETC2005-84812
432,Design Optimization by Integration of Evolutionary Search and Cumulative Approximation,DETC2005-85245
433,A Knowledge-Supported System for Engineering Change Impact Analysis,DETC2003-48749
434,Growth Design Modeling,DETC2006-99151
435,Platform Strategy for Product Family Design Using Particle Swarm Optimization,DETC2011-48060
436,A Design Method for Developing a Universal Product Family in a Dynamic Market Environment,DETC2009-86784
437,Extracting Freeform Shape Information by Template Fitting,DETC2003-48727
438,Architectural Optimisation Using Real Options Theory and Dependency Structure Matrices,DETC2002-34119
439,Process Platform Formation for Product Families,DETC2007-35742
440,Control Design and Error Variables in Decomposition of Design Optimization Problems,DETC2002-34085
441,A Filter-Based Sample Average SQP for Optimization Problems With Highly Nonlinear Probabilistic Constraints,DETC2009-86183
442,Integrated Feature Modeller for Certain Manufacturing Processes,DETC2005-85686
443,An Improved Genetic Algorithm for the Optimization of Composite Structures,DETC2006-99423
444,Resilience-Driven System Design of Complex Engineered Systems,DETC2011-48314
445,Strategic Product Design Decisions for Uncertain Market Systems Using an Agent Based Approach,DETC2010-28778
446,A Methodology to Manage Uncertainty During System-Level Conceptual Design,DETC2005-84984
447,A Topology Optimization Problem in Control of Structures Using Modal Disparity,DETC2005-84761
448,Analysis of Product Flexibility for Future Evolution Based on Design Guidelines and a High-Definition Design Structure Matrix,DETC2009-87118
449,Conservative Estimation of Reliability With Limited Sampling,DETC2007-35465
450,Evaluation of Modular Design Concepts of Complex Mechatronic Systems,DETC2005-84414
451,Interactive UAS Path Planning Using Particle Swarm Optimization and Flight Mechanics,DETC2012-70967
452,On Design of Electro-Thermally Compliant MEMS for Strength,DETC2003-48807
453,Bayesian Analysis of Adaptive One-Factor-At-A-Time Experimentation,DETC2007-34926
454,Visualization of Multidimensional Design and Optimization Data Using Cloud Visualization,DETC2002-34130
455,A Study of Factor Effects in Data From Factorial Experiments,DETC2005-85486
456,A Graph Grammar Approach to Generate Neural Network Topologies,DETC2007-34588
457,Development of Game Theoretic Protocols for Multilevel Design,DETC2010-28818
458,Updating Predictive Models: Calibration- Bias Correction and Identifiability,DETC2010-28828
459,Finite Element Synthesis for Design Optimization,DETC2012-70582
460,Enhanced Collaborative Optimization: A Decomposition-Based Method for Multidisciplinary Design,DETC2008-50038
461,Reliable Space Pursuing for RBDO With Black-Box Performance Functions,DETC2007-35517
462,Investigating the Significance of 'One-to-Many' Mappings in Multiobjective Optimization,DETC2010-28689
463,Derivation of Design Guidelines for Miniature Machine Tools,DETC2004-57091
464,System RBDO With Correlated Variables Using Probabilistic Re-Analysis and Local Metamodels,DETC2010-28130
465,Return on Investment Analysis for Implementing Barriers to Reverse Engineering,DETC2011-47094
466,An Adaptive Sequential Linear Programming Algorithm for Optimal Design Problems With Probabilistic Constraints,DETC2005-84489
467,A Hybrid Biomimetic Genetic Algorithm Using a Local Fuzzy Simplex Search,DETC2010-29085
468,A Quantitative Approach for Designing Multiple Product Platforms for an Evolving Portfolio of Products,DETC2002-34096
469,Non-Gradient Based Parameter Sensitivity Estimation for Robust Design Optimization,DETC2003-48716
470,A New Approach to Minimisations for Shape Control During Free-Form Surface Deformation,DETC2003-48777
471,Subfunctions as Parts of Functions: Some Formal Problems,DETC2010-28095
472,Modular Product Configuration: An Automatic Tool for Eliciting Design Knowledge From Parametric CAD Models,DETC2010-28242
473,On the Application of Multi-Objective Parallel Asynchronous Particle Swarm Optimization to Engineering Design Problems,DETC2009-86973
474,Pipe Route Design Using Variable Topography Distance Transforms,DETC2005-85342
475,A Parametric Approach to Vehicle Seating Buck Design,DETC2004-57212
476,Design of Origami Sheets for Foldable Object Fabrication,DETC2012-71530
477,A Comprehensive Metric for Evaluating Component Commonality in a Product Family,DETC2006-99268
478,Development of a J2EE Web Application for STEP-Based Design Conformance Checking,DETC2004-57522
479,Robustness Analysis of Airfoil Performance,DETC2010-28261
480,On Honeycomb Parameterization for Topology Optimization of Compliant Mechanisms,DETC2003-48806
481,Optimal Troubleshooting for Electro-Mechanical Systems,DETC2003-48796
482,Evolutive Design of Car Silhouettes,DETC2008-49439
483,Plant-Limited Co-Design of an Energy-Efficient Counterbalanced Robotic Manipulator,DETC2012-71108
484,Topology Optimization of Piezoelectric Energy Harvesting Devices Subjected to Stochastic Excitation,DETC2010-28856
485,Toward Automatic Process Planning of a Multi-Axis Hybrid Laser Aided Manufacturing System: Skeleton-Based Offset Edge Generation,DETC2003-48726
486,An Approach for Revealed Consumer Preferences for Technology Products: A Case Study of Residential Solar Panels,DETC2012-70468
487,Design Preference Elicitation Using Efficient Global Optimization,DETC2011-48316
488,Optimization for Mass Variation of System Including Shock Absorber,DETC2003-48797
489,A Rational Design Approach to Gaussian Process Modeling for Variable Fidelity Models,DETC2011-48227
490,Freeform Feature Retrieval by Signal Processing,DETC2004-57061
491,Enhanced Convergence in Distributed Design Processes,DETC2006-99544
492,Q2S2: Merging Qualitative Information in Sequential DOE,DETC2007-34520
493,Contact Analysis Between a Moving Solid and the Boundary of Its Swept Volume,DETC2008-49447
494,A Scheme for Transformation of Tolerance Specifications to Generalized Deviation Space for Use in Tolerance Synthesis and Analysis,DETC2002-34146
495,Suggesting Joint Limitations and Physical Parameters for Motion Generating 3 DOF Planar Chains,DETC2003-48815
496,Optimization of Wind Farm Layout and Wind Turbine Geometry Using a Multi-Level Extended Pattern Search Algorithm That Accounts for Variation in Wind Shear Profile Shape,DETC2012-70290
497,Heuristic Gradient Projection for 3D Space Frame Optimization,DETC2005-85348
498,An Evolutionary Multi-Objective Optimization Approach to the Topology Optimization of Auxetic Structures,DETC2002-34149
499,Multiattribute Decision Making Using Hypothetical Equivalents,DETC2002-34079
500,Product Platform Design and Optimization: Status and Promise,DETC2003-48717
501,Variation Analysis of Position Velocity and Acceleration of Two-Dimensional Mechanisms by the Direct Linearization Method,DETC2009-86236
502,Knowledge Model for Managing Product Variety and its Reflective Design Process,DETC2006-99360
503,Assessing Product Architecture Costing: Product Life-Cycles- Allocation Rules and Cost Models,DETC2004-57458
504,A Method to Improve Platform Leveraging in a Market Segmentation Grid for an Existing Product Line,DETC2006-99469
505,Topology Optimization of Blank Geometry for the Sheet Forming Process,DETC2012-71497
506,An Inductive Design Exploration Method for the Integrated Design of Multi-Scale Materials and Products,DETC2005-85335
507,Ball Bearing Fatigue and Wear Life Optimization Using Elastohydrodynamic and Genetic Algorithm,DETC2010-28849
508,A Hybrid Inference Approach for Health Diagnostics With Unexampled Faulty States,DETC2012-70806
509,Optimal Process Architectures for Distributed Design Using a Social Network Model,DETC2012-71015
510,Optimization of Chemical Vapor Deposition Process,DETC2006-99748
511,Developement of Evaluation System for Style Design Using Mixed Reality Technology,DETC2006-99331
512,Reconfigurable Products and Their Means of Reconfiguration,DETC2010-28528
513,A Benchmark Comparison of CAD 5-Axis Machining Packages,DETC2004-57442
514,Determination of Geometric Distortions in Automotive Lamps Using Non-Linear Parametric Estimations,DETC2002-34071
515,Organizational Applications of Failure Knowledge Management,DETC2005-84543
516,Metamodel Based Design Automation: Applied on Multidisciplinary Design Optimization of Industrial Robots,DETC2012-70867
517,Modeling Variability in Torso Shape for Chair and Seat Design,DETC2008-49483
518,Constraint Management of Reduced Representation Variables in Decomposition-Based Design Optimization,DETC2010-28788
519,An Early-Stage Tool to Evaluate the Product Redesign Impact,DETC2011-47625
520,Optimal Experimental Design of Human Appraisals for Modeling Consumer Preferences in Engineering Design,DETC2008-49561
521,Evaluating Genetic Algorithms on Welding Sequence Optimization With Respect to Dimensional Variation and Cycle Time,DETC2011-48393
522,A Study on the Use of Kriging Models to Approximate Deterministic Computer Models,DETC2003-48762
523,Representation and Analysis Challenges in Design for Part Re-Use: an Automotive Case Study,DETC2007-35483
524,An Improved Initial Population Strategy for Compliant Mechanism Designs Using Evolutionary Optimization,DETC2008-49187
525,Finite Element Model Updating Approach to Damage Identification in Beams Using Particle Swarm Optimization,DETC2008-49727
526,On the Use of Kriging Models to Approximate Deterministic Computer Models,DETC2004-57300
527,Robust Design Using Preference Aggregation Methods,DETC2003-48715
528,Computer Model Validation in Vehicle Crash Safety Design,DETC2003-48757
529,A Subdivision Scheme for Discrete Motion Generation and Swept Volume Analysis,DETC2008-50105
530,A Design Exploration Method for Adaptive Design Systems,DETC2009-87217
531,Methodology to Reach Optimal Design of CHP Plants,DETC2005-84330
532,Parameter Sensitivity in System Identification of Parallel Mechanisms,DETC2002-34110
533,A Stochastic Optimization Application for Vehicle Structures,DETC2002-34075
534,A Local-Diffusion Genetic Algorithm for Disjoint Pareto-Optimal Problems With Application to Vehicle Suspension,DETC2012-70583
535,Simulation-Based Design of Wind-Turbine Sealing Solutions Using a Systematic Approach to Robust Concept Exploration,DETC2012-70345
536,Design of an Automobile Seat With Regulations Using Axiomatic Design,DETC2005-84794
537,Recommending a Platform Leveraging Strategy Based on the Homogeneous or Heterogeneous Nature of a Product Line,DETC2007-34507
538,Optimization of Engine Torque Management Under Uncertainty for Vehicle Driveline Clunk Using Time-Dependent Metamodels,DETC2008-49479
539,Covariance Modeling Method for Use in Compliant Assembly Tolerance Analysis,DETC2004-57066
540,Crashworthiness Design Using a Hybrid Cellular Automation Algorithm,DETC2006-99566
541,Design of Mechanical Structures Considering Harmonic Loads Using Level Set-Based Topology Optimization,DETC2012-70235
542,Topology Optimization Considering Gravitational and Centrifugal Forces,DETC2006-99749
543,A Study of Geometric Error Measurement of CNC Machine Tools Using the Improved Planar Encoder System,DETC2003-48739
544,Uncertainty Analysis Using a Constraint Reliability Index,DETC2002-34142
545,Measurement of Headlight Form Preference Using a Choice Based Conjoint Analysis,DETC2007-35409
546,Transient Root Cause Analysis: A Model-Based Systems Engineering Methodology,DETC2004-57350
547,A Survey of the Study of Failure,DETC2004-57244
548,Local Least Squares Fitting for Surface Mesh Fairing in Automobile Panel Design,DETC2002-34074
549,Interval Reliability Analysis,DETC2007-34582
550,Optimization-Based Prediction of Aiming and Kneeling Military Tasks Performed by a Soldier,DETC2012-71166
551,A Framework for Collaborative Top-Down Assembly Design,DETC2007-34727
552,Design Space Visualization and Its Application to a Design by Shopping Paradigm,DETC2003-48785
553,Platform Selection Under Performance Loss Constraints in Optimal Design of Product Families,DETC2002-34099
554,Knowledge Based Design Method for Fibre Metal Laminate Fuselage Panels,DETC2005-84079
555,An Evolutionary Clustering Approach to Pareto Solutions in Multiobjective Optimization,DETC2002-34048
556,A Cross-Evaluation Matrix (CEM) Rating Based Approach to Pareto Efficient Frontier and Design Alternatives Enumeration,DETC2003-48705
557,Preference Inconsistency in Multidisciplinary Design Decision Making,DETC2007-35580
558,Two-Level Approximation Method for Reliability Based Design Optimization,DETC2004-57463
559,Interval Extensions of Signed Distance Functions: Uniform Samplings and the Range of Associated Implicit Objects,DETC2008-49604
560,Autogenetic Design Theory: An Approach to Optimise Both the Design Process and the Product,DETC2002-34038
561,A Hybrid Models Deformation Tool for Free-Form Shapes Manipulation,DETC2008-49524
562,Modeling of Non-Linear Relations Among Different Design Evaluation Measures for Multi-Objective Design Optimization,DETC2005-84425
563,Optimal Embedding in Topology Design of Structures,DETC2002-34148
564,Multi-Objective Design Optimization for Product Platform and Product Family Design Using Genetic Algorithms,DETC2005-84905
565,Applying the Mahalanobis-Taguchi System to Vehicle Handling,DETC2006-99133
566,A Pareto Approach to Aligning Public and Private Objectives in Vehicle Design,DETC2008-49143
567,Product Platform Design Through Sensitivity Analysis and Cluster Analysis,DETC2004-57464
568,Optimal Hybridization of Battery- Engine and Motor for PHEV20,DETC2011-47960
569,Combined Plant and Controller Design Using Decomposition-Based Design Optimization and the Minimum Principle,DETC2010-28887
570,A Review of Software Solutions for the Management of New Product Development and Product Family Planning,DETC2005-84454
571,Product Family Deployment Through Optimal Resource Allocation Under Market System,DETC2010-28662
572,User Interface Design for Interactive Product Family Analysis and Variants Derivation,DETC2010-28390
573,Simultaneous Requirement and Design Optimization of an Industrial Robot Family Using Multi-Objective Optimization,DETC2011-47819
574,Visual Representations as an Aid to Concept Generation,DETC2006-99572
575,A Methodology for the Study of the Effects of Communication Method on Design Review Effectiveness,DETC2003-48742
576,Structural Topology Design Optimization for Controlled Crash Behavior,DETC2003-48733
577,H-ISM: An Implementation of Heterogeneous Implicit Solid Modeling,DETC2002-34139
578,Optimization of a Vehicle Space Frame Under Ballistic Impact Loading,DETC2007-34157
579,A General Approach to Robustness Assessment for Multidisciplinary Systems,DETC2008-50081
580,Automatic Virtual Entity Simulation of the Symbolic Schemes Generated in Conceptual Design Processes,DETC2009-86503
581,Evaluation Method of Drinking Ease for Aluminum Beverage Bottles,DETC2007-35637
582,Design Sensitivity Analysis of Nonlinear Shell Structure With Frictionless Contact,DETC2003-48795
583,Modeling of Slope Discontinuities in Flexible Body Dynamics Using the Finite Element Method,DETC2002-34094
584,Integrated Optimization of a Solar-Powered Humidification-Dehumidification Desalination System for Small Communities,DETC2012-70783
585,Robustness and Performance Optimization of Engine Bearing System Using Computer Model and Surrogate Noise,DETC2004-57327
586,A Web-Enabled Engineering Object Modeling Environment to Support Interoperability and Intelligent Services in Collaborative Design,DETC2005-84240
587,Development of Knowledge Based System to Facilitate Design of On-Board Car Safety Systems,DETC2003-48743
588,Reliability-Based Design Optimization With Confidence Level for Non-Gaussian Distributions Using Bootstrap Method,DETC2010-28597
589,Moment Matching for Sensitivity Analysis of Probabilistic Model Output,DETC2004-57336
590,Identifying Feature Handles of Freeform Shapes,DETC2008-49438
591,Reliability-Based Design With the Mixture of Random and Interval Variables,DETC2003-48709
592,Analyzing Accidents of Jamming Body Parts in Doors,DETC2005-84542
593,Numerical Methods for Propagating Imprecise Uncertainty,DETC2006-99237
594,Parametric and Topological Control in Shape Optimization,DETC2006-99612
595,Segmentation of Noisy Laser-Scanner Generated Meshes With Piecewise Polynomial Approximations,DETC2004-57475
596,Design for Product Adaptability,DETC2007-35179
597,Adaptive Virtual Support Vector Machine for the Reliability Analysis of High-Dimensional Problems,DETC2011-47538
598,A Full Parametric Model for Turbomachinery Blade Design and Optimisation,DETC2004-57467
599,Identifying and Tracking Features in Freeform Shape,DETC2004-57174
600,Probabilistic Approach for Digital Human Kinematic and Dynamic Reliabilities,DETC2012-70560
601,Automatic Conceptual Design of Mechanical Devices Based on Reasoning the Design Rules,DETC2002-34050
602,Sampling-Based Stochastic Sensitivity Analysis Using Score Functions for RBDO Problems With Correlated Random Variables,DETC2010-28591
603,A New Approach for Simultaneous Shape and Topology Optimization Based on Implicit Topology Description Functions,DETC2004-57302
604,Design Process Error-Proofing: Development of Automated Error-Proofing Information Systems,DETC2003-48786
605,Establishing Correspondence Between Value Functions Used in Market-Based Engineering Design,DETC2008-50073
606,Towards a Suite of Problems for Comparison of Product Platform Design Methods: A Proposed Classification,DETC2006-99289
607,Trajectory Estimation of Human Mass Center Based on an Inertia Identification Approach,DETC2012-71046
608,Using Level Set Method in Order to Design Structures Against Buckling,DETC2010-28942
609,Towards Rules for Functional Composition,DETC2008-49904
610,Incorporating Social Impact on New Product Adoption in Choice Modeling: A Case Study in Green Vehicles,DETC2012-71123
611,Reliability Assessment Based on the Concept of Failure Surface Frontier,DETC2005-84495
612,Topology Optimization of Non-Linear Elastic Structures by Using SLP,DETC2009-86292
613,Dual Stage Input Coupled Split Power Transmission Efficiency Optimization,DETC2002-34057
614,An Efficient Tradeoff Approach for Topology Optimization With Manufacturing Constraints,DETC2010-28411
615,Pre-Programmed Failure Behavior Using Biology-Inspired Structures,DETC2007-34685
616,Approximate Motion Synthesis of Open and Closed Chains via Parametric Constraint Manifold Fitting: Preliminary Results,DETC2003-48814
617,Coordination of Product Design Process in View of Product and Organizational Structures,DETC2012-71305
618,Topology Optimization of Piezoelectric Energy Harvesting Strap Buckle,DETC2009-86940
619,Kinematic Synthesis of RPS Serial Chains,DETC2003-48813
620,Development of a Changeable Airfoil Optimization Model for Use in the Multidisciplinary Design of Unmanned Aerial Vehicles,DETC2009-87482
621,A Regularized Inexact Penalty Decomposition Algorithm for Multidisciplinary Design Optimization Problem With Complementarity Constraints,DETC2009-87278
622,Predicting 5th and 95th Percentile Anthropometric Segment Lengths From Population Stature,DETC2008-50091
623,A Reliability Approach to Inverse Simulation Under Uncertainty,DETC2012-70131
624,Shear Compliant Hexagonal Cellular Solids With a Shape Memory Alloy,DETC2011-48790
625,Comparison Study Between Probabilistic and Possibilistic Approach for Problems With Correlated Input and Lack of Input Statistical Information,DETC2009-86703
626,Global Product Family Design: Multi-Objective Optimization and Design Concept Exploration,DETC2012-70858
627,Reconstructing Freeform Surface With Parameterized Features,DETC2002-34036
628,Multidisciplinary Design Optimization of Modular Industrial Robots,DETC2011-48196
629,Macroscopic Shape-Information as a Curve Design-Guideline,DETC2002-34072
630,GA-Based Multi-Objective Fuzzy Matter-Element Optimization,DETC2002-34104
631,Knowledge Management: A Concept Review,DETC2003-48745
632,Structural Optimization of Lattice Materials,DETC2011-47390
633,Knowledge Intensive Collaborative Decision Support for Design Process,DETC2003-48747
634,Risk Management in Product Design: Current State- Conceptual Model and Future Research,DETC2010-28539
635,Bayesian Approximation-Assisted Optimization Applied to Crashworthiness Design of a Pickup Truck,DETC2003-48755
636,Adaptive Complex Method for Efficient Design Optimization,DETC2007-34773
637,Parametric Modeling and Optimization of Chemical Vapor Deposition Process,DETC2008-50054
638,Additive Manufacturing Based on Multiple Calibrated Projectors and Its Mask Image Planning,DETC2010-28922
639,On Tolerance Information Extraction of Feature Model in Automotive Engine CAPP System,DETC2005-84124
640,Designing Product Families With Competition: A Design for Market Systems Approach,DETC2009-86422
641,Integrating Assembly Design- Sequence Optimization and Advanced Path Planning,DETC2008-49760
642,Level Set-Based Topology Optimization Method for Thermal Problems Considering Design-Dependent Boundary Effects,DETC2009-86618
643,Parametric Design Sensitivity Analysis of High Frequency Structural-Acoustic Problems Using Energy Finite Element Method,DETC2003-48753
644,Optimal Scheduling of Parabolic Heliostats Aim Targets in a Mini-Tower Solar Concentrator System,DETC2011-48582
645,Analytical Determination of Principal Twists and Singular Directions in Robot Manipulators,DETC2003-48819
646,Poisson Based Reuse of Freeform Features,DETC2006-99281
647,Automated Synthesis of MEMS Fabrication Sequence Using Graph Grammars,DETC2007-34691
648,Exploiting the Features of ISO GPS Standards to Enhance a Knowledge-Based Method for Product Redesign and Process Reconfiguration,DETC2008-49154
